title,region,calories,fat,carbs,protein,summary
Swedish Meatballs,nordic,315,17,18,24,"Swedish Meatballs might be just the main course you are searching for. One serving contains <b>315 calories</b>, <b>24g of protein</b>, and <b>17g of fat</b>. This recipe serves 5 and costs $2.27 per serving. This recipe from Eating Well has 241 fans. Head to the store and pick up ground turkey breast, chicken broth, breadcrumbs, and a few other things to make it today. To use up the ground cardamom you could follow this main course with the <a href=""https://spoonacular.com/recipes/cardamom-cookies-342420"">Cardamom Cookies</a> as a dessert. This recipe is typical of Scandinavian cuisine. All things considered, we decided this recipe <b>deserves a spoonacular score of 91%</b>. This score is amazing. Try <a href=""https://spoonacular.com/recipes/swedish-meatballs-ikea-meatballs-911363"">Swedish Meatballs (Ikea Meatballs)</a>, <a href=""https://spoonacular.com/recipes/dads-swedish-meatballs-423313"">Dad's Swedish Meatballs</a>, and <a href=""https://spoonacular.com/recipes/swedish-meatballs-497719"">Swedish Meatballs</a> for similar recipes."
Swedish Lamb Stew with Pears,nordic,366,13,31,33,"The recipe Swedish Lamb Stew with Pears could satisfy your Scandinavian craving in about <b>2 hours and 30 minutes</b>. Watching your figure? This gluten free, dairy free, and whole 30 recipe has <b>366 calories</b>, <b>33g of protein</b>, and <b>13g of fat</b> per serving. For <b>$2.68 per serving</b>, you get a main course that serves 8. It will be a hit at your <b>Autumn</b> event. Only a few people made this recipe, and 9 would say it hit the spot. Head to the store and pick up olive oil, onion, salt, and a few other things to make it today. To use up the water you could follow this main course with the <a href=""https://spoonacular.com/recipes/watermelon-peach-slushies-507207"">Watermelon-Peach Slushies</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 93%</b>. This score is awesome. Try <a href=""https://spoonacular.com/recipes/lammstek-swedish-roast-leg-of-lamb-97188"">Lammstek &ndash; Swedish Roast Leg of Lamb</a>, <a href=""https://spoonacular.com/recipes/lamb-shanks-with-pears-and-pistachios-15681"">Lamb Shanks With Pears And Pistachios</a>, and <a href=""https://spoonacular.com/recipes/one-pot-wonders-lamb-with-sweet-pears-and-leeks-16294"">One Pot Wonders: Lamb With Sweet Pears And Leeks</a> for similar recipes."
Low Calorie Swedish Meatballs – 5 Points,nordic,322,15,15,34,"Low Calorie Swedish Meatballs – 5 Points might be just the <b>Scandinavian</b> recipe you are searching for. For <b>$3.37 per serving</b>, this recipe <b>covers 27%</b> of your daily requirements of vitamins and minerals. One serving contains <b>346 calories</b>, <b>34g of protein</b>, and <b>15g of fat</b>. It works well as a rather expensive main course. This recipe from Laa Loosh has 1545 fans. A mixture of extra ground beef, breadcrumbs, cinnamon, and a handful of other ingredients are all it takes to make this recipe so flavorful. To use up the cream cheese you could follow this main course with the <a href=""https://spoonacular.com/recipes/cream-cheese-dessert-wedges-139619"">Cream Cheese Dessert Wedges</a> as a dessert. From preparation to the plate, this recipe takes around <b>1 hour and 10 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 90%</b>. This score is spectacular. Similar recipes include <a href=""https://spoonacular.com/recipes/low-calorie-sloppy-joe-7-points-548914"">Low Calorie Sloppy Joe – 7 Points</a>, <a href=""https://spoonacular.com/recipes/low-calorie-pumpkin-pie-5-points-621122"">Low Calorie Pumpkin Pie – 5 Points</a>, and <a href=""https://spoonacular.com/recipes/low-calorie-cheesecake-brownies-2-points-548882"">Low Calorie Cheesecake Brownies – 2 Points</a>."
Caribbean Citrus Spiced Wild Salmon,caribbean,184,8,6,23,"Need a <b>gluten free, dairy free, fodmap friendly, and whole 30 main course</b>? Caribbean Citrus Spiced Wild Salmon could be an awesome recipe to try. One serving contains <b>181 calories</b>, <b>23g of protein</b>, and <b>8g of fat</b>. For <b>$3.2 per serving</b>, this recipe <b>covers 20%</b> of your daily requirements of vitamins and minerals. 343 people have tried and liked this recipe. If you have ground cloves, ground allspice, ground cinnamon, and a few other ingredients on hand, you can make it. To use up the orange zest you could follow this main course with the <a href=""https://spoonacular.com/recipes/orange-infused-dark-chocolate-ice-cream-with-toasted-walnuts-539769"">Orange-Infused Dark Chocolate Ice Cream with Toasted Walnuts</a> as a dessert. This recipe is typical of Central American cuisine. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is awesome. Try <a href=""https://spoonacular.com/recipes/citrus-poached-wild-salmon-with-cucumber-yogurt-sauce-4639"">Citrus Poached Wild Salmon With Cucumber-yogurt Sauce</a>, <a href=""https://spoonacular.com/recipes/indian-spiced-broiled-salmon-with-citrus-tart-cherry-chutney-512480"">Indian-Spiced Broiled Salmon with Citrus Tart Cherry Chutney</a>, and <a href=""https://spoonacular.com/recipes/caribbean-spiced-tuna-89586"">Caribbean Spiced Tuna</a> for similar recipes."
Caribbean Jerk Salmon Tostadas with Grilled Pineapple Peach Coconut Salsa,caribbean,705,25,85,36,"The recipe Caribbean Jerk Salmon Tostadas with Grilled Pineapple Peach Coconut Salsa could satisfy your Central American craving in around <b>40 minutes</b>. This hor d'oeuvre has <b>705 calories</b>, <b>36g of protein</b>, and <b>25g of fat</b> per serving. This recipe serves 4 and costs $4.33 per serving. Many people made this recipe, and 14766 would say it hit the spot. It will be a hit at your <b>The Fourth Of July</b> event. It is a good option if you're following a <b>gluten free and pescatarian</b> diet. A mixture of ketchup, garlic, chili powder, and a handful of other ingredients are all it takes to make this recipe so scrumptious. To use up the olive oil you could follow this main course with the <a href=""https://spoonacular.com/recipes/sauteed-banana-granola-and-yogurt-parfait-624619"">Sauteed Banana, Granolan and Yogurt Parfait</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is amazing. Try <a href=""https://spoonacular.com/recipes/caribbean-jerk-salmon-bowl-with-mango-salsa-601378"">Caribbean Jerk Salmon Bowl with Mango Salsa</a>, <a href=""https://spoonacular.com/recipes/caribbean-jerk-salmon-with-curried-pineapple-and-goat-cheese-salad-+-fruit-salad-604477"">Caribbean Jerk Salmon with Curried Pineapple and Goat Cheese Salad + Fruit Salad</a>, and <a href=""https://spoonacular.com/recipes/jamaican-jerk-salmon-and-mango-pineapple-salsa-150817"">Jamaican Jerk Salmon and Mango Pineapple Salsa</a> for similar recipes."
Sunday Slow Cooker: Ropa Vieja,caribbean,568,20,19,77,"The recipe Sunday Slow Cooker: Ropa Vieja could satisfy your Central American craving in about <b>45 minutes</b>. For <b>$7.26 per serving</b>, this recipe <b>covers 43%</b> of your daily requirements of vitamins and minerals. One serving contains <b>568 calories</b>, <b>77g of protein</b>, and <b>20g of fat</b>. Plenty of people really liked this main course. 1743 people were impressed by this recipe. Head to the store and pick up bell pepper, tomato paste, onion, and a few other things to make it today. To use up the cumin you could follow this main course with the <a href=""https://spoonacular.com/recipes/moroccan-chocolate-mousse-752536"">Moroccan Chocolate Mousse</a> as a dessert. It is a good option if you're following a <b>caveman, gluten free, dairy free, and primal</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is excellent. Try <a href=""https://spoonacular.com/recipes/slow-cooker-ropa-vieja-406381"">Slow-Cooker Ropa Vieja</a>, <a href=""https://spoonacular.com/recipes/slow-cooker-ropa-vieja-707108"">Slow Cooker Ropa Vieja</a>, and <a href=""https://spoonacular.com/recipes/slow-cooker-ropa-vieja-795070"">Slow Cooker Ropa Vieja</a> for similar recipes."
Caribbean Jerk Salmon Bowl with Mango Salsa,caribbean,492,17,56,32,"Caribbean Jerk Salmon Bowl with Mango Salsa might be just the main course you are searching for. One serving contains <b>492 calories</b>, <b>32g of protein</b>, and <b>17g of fat</b>. This recipe serves 4 and costs $3.99 per serving. 508 people were impressed by this recipe. Head to the store and pick up oil, onion, salmon filet, and a few other things to make it today. To use up the lime juice you could follow this main course with the <a href=""https://spoonacular.com/recipes/lime-angel-food-cake-with-lime-glaze-and-pistachios-185602"">Lime Angel Food Cake with Lime Glaze and Pistachios</a> as a dessert. It is a good option if you're following a <b>gluten free, dairy free, and pescatarian</b> diet. From preparation to the plate, this recipe takes about <b>20 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is amazing. Try <a href=""https://spoonacular.com/recipes/jerk-chicken-with-caribbean-rice-mango-salsa-890573"">Jerk Chicken with Caribbean Rice & Mango Salsa</a>, <a href=""https://spoonacular.com/recipes/caribbean-jerk-salmon-tostadas-with-grilled-pineapple-peach-coconut-salsa-549979"">Caribbean Jerk Salmon Tostadas with Grilled Pineapple Peach Coconut Salsa</a>, and <a href=""https://spoonacular.com/recipes/jamaican-jerk-salmon-and-mango-pineapple-salsa-150817"">Jamaican Jerk Salmon and Mango Pineapple Salsa</a> for similar recipes."
Jerk chicken burger,caribbean,499,15,38,55,"If you have about <b>20 minutes</b> to spend in the kitchen, Jerk chicken burger might be an awesome <b>dairy free</b> recipe to try. This recipe makes 2 servings with <b>499 calories</b>, <b>55g of protein</b>, and <b>15g of fat</b> each. For <b>$3.96 per serving</b>, this recipe <b>covers 41%</b> of your daily requirements of vitamins and minerals. A mixture of little gem lettuce heart, jerk seasoning, olive oil, and a handful of other ingredients are all it takes to make this recipe so tasty. 323 people found this recipe to be scrumptious and satisfying. It works well as a pretty expensive main course. Many people really liked this Central American dish. It is brought to you by BBC Good Food. All things considered, we decided this recipe <b>deserves a spoonacular score of 98%</b>. This score is spectacular. Try <a href=""https://spoonacular.com/recipes/caribbean-style-burger-with-jerk-ketchup-and-beer-battered-onions-736619"">Caribbean-Style Burger with Jerk Ketchup and Beer Battered Onions</a>, <a href=""https://spoonacular.com/recipes/broiled-jerk-salmon-with-homemade-jerk-seasoning-and-a-reflection-on-giving-494527"">Broiled Jerk Salmon with Homemade Jerk Seasoning and a Reflection on Giving</a>, and <a href=""https://spoonacular.com/recipes/broiled-jerk-salmon-with-homemade-jamaican-jerk-seasoning-889886"">Broiled Jerk Salmon with Homemade Jamaican Jerk Seasoning</a> for similar recipes."
Slow-Cooker Caribbean Beef Stew,caribbean,472,12,34,56,"Slow-Cooker Caribbean Beef Stew might be just the <b>Central American</b> recipe you are searching for. This recipe serves 4. This main course has <b>574 calories</b>, <b>68g of protein</b>, and <b>18g of fat</b> per serving. For <b>$2.38 per serving</b>, this recipe <b>covers 42%</b> of your daily requirements of vitamins and minerals. It is perfect for <b>Autumn</b>. A couple people made this recipe, and 30 would say it hit the spot. If you have ginger, flour, carrots, and a few other ingredients on hand, you can make it. To use up the kosher salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/low-fat-crumbs-cake-kosher-dairy-130933"">Low Fat Crumbs Cake (Kosher-Dairy)</a> as a dessert. It is a good option if you're following a <b>dairy free</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 98%</b>. This score is tremendous. Similar recipes include <a href=""https://spoonacular.com/recipes/slow-cooker-caribbean-beef-stew-770900"">Slow-Cooker Caribbean Beef Stew</a>, <a href=""https://spoonacular.com/recipes/butternut-squash-beef-stew-instant-pot-pressure-cooker-or-slow-cooker-840470"">Butternut Squash Beef Stew (Instant Pot, Pressure Cooker or Slow Cooker)</a>, and <a href=""https://spoonacular.com/recipes/slow-cooker-beef-stew-770894"">Slow-Cooker Beef Stew</a>."
Slow-Cooker Ropa Vieja,caribbean,423,10,39,42,"You can never have too many main course recipes, so give Slow-Cooker Ropa Viejan a try. This recipe serves 4 and costs $3.95 per serving. Watching your figure? This gluten free and dairy free recipe has <b>427 calories</b>, <b>42g of protein</b>, and <b>10g of fat</b> per serving. Head to the store and pick up apple cider vinegar, garlic, kosher salt, and a few other things to make it today. This recipe is liked by 75 foodies and cooks. This recipe is typical of Central American cuisine. All things considered, we decided this recipe <b>deserves a spoonacular score of 98%</b>. This score is excellent. Try <a href=""https://spoonacular.com/recipes/slow-cooker-ropa-vieja-707108"">Slow Cooker Ropa Vieja</a>, <a href=""https://spoonacular.com/recipes/slow-cooker-ropa-vieja-795070"">Slow Cooker Ropa Vieja</a>, and <a href=""https://spoonacular.com/recipes/slow-cooker-ropa-vieja-575725"">Slow cooker ropa vieja</a> for similar recipes."
Grilled Chicken Caribbean Pita Pockets,caribbean,607,7,69,53,"The recipe Grilled Chicken Caribbean Pita Pockets could satisfy your Central American craving in roughly <b>50 minutes</b>. This recipe makes 4 servings with <b>563 calories</b>, <b>43g of protein</b>, and <b>6g of fat</b> each. For <b>$6.0 per serving</b>, this recipe <b>covers 41%</b> of your daily requirements of vitamins and minerals. Many people made this recipe, and 843 would say it hit the spot. It can be enjoyed any time, but it is especially good for <b>The Fourth Of July</b>. A mixture of honey lime dressing, tequila, pineapple chunks, and a handful of other ingredients are all it takes to make this recipe so tasty. It is a good option if you're following a <b>dairy free</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is super. Similar recipes include <a href=""https://spoonacular.com/recipes/chicken-pita-pockets-493865"">Chicken Pita Pockets</a>, <a href=""https://spoonacular.com/recipes/chicken-veggie-pita-pockets-618704"">Chicken Veggie Pita Pockets</a>, and <a href=""https://spoonacular.com/recipes/chicken-and-arugula-pita-pockets-359559"">Chicken and Arugula Pita Pockets</a>."
Jerk chicken curry with beans,caribbean,421,22,9,46,"If you want to add more <b>Central American</b> recipes to your recipe box, Jerk chicken curry with beans might be a recipe you should try. Watching your figure? This gluten free, dairy free, paleolithic, and primal recipe has <b>421 calories</b>, <b>46g of protein</b>, and <b>22g of fat</b> per serving. This recipe serves 4 and costs $1.48 per serving. 136 people found this recipe to be flavorful and satisfying. Head to the store and pick up kidney bean, jerk seasoning, coriander, and a few other things to make it today. It works well as a reasonably priced main course. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. It is brought to you by BBC Good Food. Overall, this recipe earns an <b>amazing spoonacular score of 83%</b>. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/slow-cooker-jerk-chicken-curry-1033914"">Slow Cooker Jerk Chicken Curry</a>, <a href=""https://spoonacular.com/recipes/jerk-chicken-with-rice-black-beans-and-pineapple-74115"">Jerk Chicken with Rice, Black Beans, and Pineapple</a>, and <a href=""https://spoonacular.com/recipes/soda-jerk-beans-156728"">""Soda Jerk"" Beans</a>."
Hemp Hummus Pita Pockets,middle eastern,446,15,57,23,"The recipe Hemp Hummus Pita Pockets is ready <b>in around 45 minutes</b> and is definitely an awesome <b>vegan</b> option for lovers of middl eastern food. One serving contains <b>446 calories</b>, <b>23g of protein</b>, and <b>15g of fat</b>. For <b>$2.02 per serving</b>, this recipe <b>covers 27%</b> of your daily requirements of vitamins and minerals. 2997 people have made this recipe and would make it again. If you have green onion, cucumber, bell pepper, and a few other ingredients on hand, you can make it. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is great. Try <a href=""https://spoonacular.com/recipes/greek-pita-pockets-with-hummus-490336"">Greek Pita Pockets with Hummus</a>, <a href=""https://spoonacular.com/recipes/hummus-mini-pita-pockets-265650"">Hummus Mini-Pita Pockets</a>, and <a href=""https://spoonacular.com/recipes/hemp-ranch-hummus-881876"">Hemp Ranch Hummus</a> for similar recipes."
Sweet Potato and Millet Falafel,middle eastern,434,7,78,17,"Need a <b>gluten free and vegan main course</b>? Sweet Potato and Millet Falafel could be a tremendous recipe to try. For <b>81 cents per serving</b>, this recipe <b>covers 30%</b> of your daily requirements of vitamins and minerals. One serving contains <b>407 calories</b>, <b>16g of protein</b>, and <b>5g of fat</b>. If you have sweet potato, ground pepper, onion, and a few other ingredients on hand, you can make it. To use up the sweet potato you could follow this main course with the <a href=""https://spoonacular.com/recipes/sweet-potato-dessert-squares-389106"">Sweet Potato Dessert Squares</a> as a dessert. 651 person have made this recipe and would make it again. From preparation to the plate, this recipe takes roughly <b>40 minutes</b>. This recipe is typical of middl eastern cuisine. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is great. Similar recipes include <a href=""https://spoonacular.com/recipes/sweet-potato-millet-burgers-773358"">Sweet Potato Millet Burgers</a>, <a href=""https://spoonacular.com/recipes/baked-sweet-potato-falafel-889631"">Baked Sweet Potato Falafel</a>, and <a href=""https://spoonacular.com/recipes/baked-sweet-potato-falafel-recipe-45285"">Baked Sweet Potato Falafel Recipe</a>."
Slow Cooked Lebanese Green Beans and Beef,middle eastern,253,6,21,30,"The recipe Slow Cooked Lebanese Green Beans and Beef could satisfy your middl eastern craving in roughly <b>8 hours and 15 minutes</b>. This main course has <b>304 calories</b>, <b>35g of protein</b>, and <b>9g of fat</b> per serving. This recipe serves 4 and costs $2.22 per serving. This recipe from The Lemon Bowl has 2628 fans. It is a good option if you're following a <b>caveman, gluten free, dairy free, and primal</b> diet. A mixture of tomatoes, parsley, pepper, and a handful of other ingredients are all it takes to make this recipe so delicious. To use up the salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-turnovers-recipe-48175"">Apple Turnovers Recipe</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is tremendous. Try <a href=""https://spoonacular.com/recipes/slow-cooked-green-beans-112747"">Slow Cooked Green Beans</a>, <a href=""https://spoonacular.com/recipes/slow-cooked-green-beans-tomatoes-and-bacon-83487"">Slow-Cooked Green Beans, Tomatoes and Bacon</a>, and <a href=""https://spoonacular.com/recipes/slow-cooked-green-chili-beef-burritos-369912"">Slow-Cooked Green Chili Beef Burritos</a> for similar recipes."
High Protein Hummus Chicken Salad,middle eastern,310,6,10,52,"If you want to add more <b>gluten free, dairy free, paleolithic, and primal</b> recipes to your recipe box, High Protein Hummus Chicken Salad might be a recipe you should try. This recipe serves 2. One serving contains <b>310 calories</b>, <b>52g of protein</b>, and <b>6g of fat</b>. For <b>$3.24 per serving</b>, this recipe <b>covers 43%</b> of your daily requirements of vitamins and minerals. 3181 person were glad they tried this recipe. It is a <b>rather pricey</b> recipe for fans of middl eastern food. A mixture of spinach leaves, an onion, chicken breasts, and a handful of other ingredients are all it takes to make this recipe so yummy. It works best as a main course, and is done in about <b>30 minutes</b>. It is brought to you by Food Faith Fitness. All things considered, we decided this recipe <b>deserves a spoonacular score of 0%</b>. This score is very bad (but still fixable). If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/a-high-protein-snack-healthy-almond-joy-cheesecake-gluten-free-low-carb-+-high-protein-509488"">A High Protein Snack: Healthy Almond Joy “Cheesecake” {Gluten Free, Low Carb + High Protein}</a>, <a href=""https://spoonacular.com/recipes/taco-salad-with-chicken-and-ranch-dressing-gf-super-simple-high-protein-605398"">Taco Salad with Chicken and Ranch Dressing {GF, Super Simple, High protein)</a>, and <a href=""https://spoonacular.com/recipes/quinoa-salad-with-pineapple-mojito-chicken-gluten-free-low-fat-high-protein-509602"">Quinoa Salad With Pineapple Mojito Chicken {Gluten Free, Low Fat, High Protein}</a>."
The Best Falafel,middle eastern,406,21,44,17,"The recipe The Best Falafel could satisfy your middl eastern craving in approximately <b>45 minutes</b>. One serving contains <b>403 calories</b>, <b>17g of protein</b>, and <b>21g of fat</b>. This recipe serves 4 and costs $1.85 per serving. Plenty of people really liked this main course. 252 people have tried and liked this recipe. It is a good option if you're following a <b>gluten free and vegan</b> diet. A mixture of salt, garlic, vegetable oil, and a handful of other ingredients are all it takes to make this recipe so tasty. To use up the salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-turnovers-recipe-48175"">Apple Turnovers Recipe</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is spectacular. Try <a href=""https://spoonacular.com/recipes/falafel-how-to-make-falafel-falafel-with-chickpeas-487427"">falafel , how to make falafel | falafel with chickpeas</a>, <a href=""https://spoonacular.com/recipes/king-of-falafel-shawarmas-falafel-from-new-york-a-la-cart-203659"">King of Falafel & Shawarma's Falafel from 'New York a la Cart</a>, and <a href=""https://spoonacular.com/recipes/falafel-155837"">Falafel</a> for similar recipes."
Curried Red Lentil Hummus,middle eastern,426,13,56,23,"The recipe Curried Red Lentil Hummus could satisfy your middl eastern craving in around <b>25 minutes</b>. For <b>76 cents per serving</b>, you get a hor d'oeuvre that serves 3. Watching your figure? This gluten free and vegan recipe has <b>426 calories</b>, <b>23g of protein</b>, and <b>13g of fat</b> per serving. Many people made this recipe, and 207 would say it hit the spot. A mixture of curry paste, salt, water, and a handful of other ingredients are all it takes to make this recipe so delicious. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is spectacular. Try <a href=""https://spoonacular.com/recipes/one-pot-red-lentil-sweet-potato-stew-928497"">One-Pot Red Lentil Sweet Potato Stew</a>, <a href=""https://spoonacular.com/recipes/clean-eating-carrot-ginger-red-lentil-soup-921419"">Clean Eating Carrot & Ginger Red Lentil Soup</a>, and <a href=""https://spoonacular.com/recipes/curried-hummus-459463"">Curried Hummus</a> for similar recipes."
Roasted Red Pepper Hummus,middle eastern,458,27,42,16,"The recipe Roasted Red Pepper Hummus is ready <b>in roughly 15 minutes</b> and is definitely an outstanding <b>gluten free and vegan</b> option for lovers of middl eastern food. This recipe makes 2 servings with <b>454 calories</b>, <b>16g of protein</b>, and <b>27g of fat</b> each. For <b>$1.15 per serving</b>, this recipe <b>covers 24%</b> of your daily requirements of vitamins and minerals. Plenty of people made this recipe, and 2065 would say it hit the spot. It works well as a rather cheap hor d'oeuvre. Head to the store and pick up paprikan and parsley, tahini, garlic clove, and a few other things to make it today. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is outstanding. Try <a href=""https://spoonacular.com/recipes/5-minute-roasted-red-pepper-dip-913860"">5-Minute Roasted Red Pepper Dip</a>, <a href=""https://spoonacular.com/recipes/roasted-tomato-and-red-pepper-dip-921307"">roasted tomato and red pepper dip</a>, and <a href=""https://spoonacular.com/recipes/easy-roasted-red-pepper-dip-918892"">Easy Roasted Red Pepper Dip</a> for similar recipes."
Parsley Scallion Hummus Pasta,middle eastern,605,25,78,20,"The recipe Parsley Scallion Hummus Pasta could satisfy your middl eastern craving in roughly <b>30 minutes</b>. Watching your figure? This dairy free recipe has <b>596 calories</b>, <b>20g of protein</b>, and <b>25g of fat</b> per serving. This recipe serves 4 and costs 74 cents per serving. Several people made this recipe, and 335 would say it hit the spot. If you have salt 0.02, tahini 0.85, pasta 0.75, and a few other ingredients on hand, you can make it. To use up the salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-turnovers-recipe-48175"">Apple Turnovers Recipe</a> as a dessert. It works well as a very reasonably priced main course. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is amazing. Try <a href=""https://spoonacular.com/recipes/seared-scallops-with-parsley-and-scallion-pesto-770228"">Seared Scallops with Parsley and Scallion Pesto</a>, <a href=""https://spoonacular.com/recipes/bacon-scallion-hummus-515828"">Bacon Scallion Hummus</a>, and <a href=""https://spoonacular.com/recipes/cauliflower-scallion-bean-free-hummus-519872"">Cauliflower Scallion Bean-Free Hummus</a> for similar recipes."
Kale and Hummus Salad,middle eastern,459,28,39,19,"Kale and Hummus Salad might be just the main course you are searching for. One serving contains <b>459 calories</b>, <b>19g of protein</b>, and <b>28g of fat</b>. For <b>$1.63 per serving</b>, this recipe <b>covers 34%</b> of your daily requirements of vitamins and minerals. From preparation to the plate, this recipe takes roughly <b>20 minutes</b>. A mixture of lemon juice, garlic, cranberries, and a handful of other ingredients are all it takes to make this recipe so yummy. To use up the tahini you could follow this main course with the <a href=""https://spoonacular.com/recipes/tahini-cookies-662786"">Tahini Cookies</a> as a dessert. 1450 people were impressed by this recipe. It is a good option if you're following a <b>gluten free and dairy free</b> diet. This recipe is typical of middl eastern cuisine. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is excellent. Similar recipes include <a href=""https://spoonacular.com/recipes/pumped-up-kale-salad-with-hummus-dressing-588377"">Pumped up kale salad with hummus dressing</a>, <a href=""https://spoonacular.com/recipes/roasted-garlic-kale-hummus-from-let-them-eat-kale-604203"">Roasted Garlic Kale Hummus from Let Them Eat Kale</a>, and <a href=""https://spoonacular.com/recipes/kale-hummus-868301"">Kale Hummus</a>."
We Fell Hard For Max Sussman's Lentil-Pistachio Hummus,middle eastern,1064,79,66,35,"We Fell Hard For Max Sussman's Lentil-Pistachio Hummus is a <b>gluten free and vegan</b> main course. One serving contains <b>1059 calories</b>, <b>35g of protein</b>, and <b>79g of fat</b>. This recipe serves 2 and costs $3.93 per serving. 165 people have made this recipe and would make it again. Head to the store and pick up lentils, parsley, lemon juice, and a few other things to make it today. This recipe is typical of middl eastern cuisine. From preparation to the plate, this recipe takes approximately <b>40 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is super. Try <a href=""https://spoonacular.com/recipes/pistachio-pesto-hummus-609005"">Pistachio Pesto Hummus</a>, <a href=""https://spoonacular.com/recipes/max-and-eli-sussmans-watermelon-gazpacho-201526"">Max and Eli Sussman's Watermelon Gazpacho</a>, and <a href=""https://spoonacular.com/recipes/max-and-eli-sussmans-apple-chutney-203099"">Max and Eli Sussman's Apple Chutney</a> for similar recipes."
Korean Spicy BBQ Chicken Tacos,korean,804,49,75,24,"The recipe Korean Spicy BBQ Chicken Tacos is ready <b>in roughly 45 minutes</b> and is definitely a super <b>gluten free and vegan</b> option for lovers of Korean food. For <b>$4.08 per serving</b>, you get a main course that serves 4. One serving contains <b>804 calories</b>, <b>24g of protein</b>, and <b>49g of fat</b>. 876 people have made this recipe and would make it again. If you have sesame seeds, tortillas, lettuce in a korean sesame vinaigrette, and a few other ingredients on hand, you can make it. To use up the sesame seeds you could follow this main course with the <a href=""https://spoonacular.com/recipes/sesame-banana-bread-80347"">Sesame Banana Bread</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is awesome. Similar recipes include <a href=""https://spoonacular.com/recipes/pineapple-dak-bulgogi-tacos-korean-spicy-pineapple-bbq-chicken-tacos-248328"">Pineapple Dak Bulgogi Tacos (Korean Spicy Pineapple BBQ Chicken Tacos)</a>, <a href=""https://spoonacular.com/recipes/spicy-korean-tacos-with-kimchi-586963"">Spicy Korean Tacos with Kimchi</a>, and <a href=""https://spoonacular.com/recipes/korean-bbq-chicken-tacos-with-asian-pear-and-jicama-slaw-473841"">Korean BBQ Chicken Tacos with Asian Pear and Jicama Slaw</a>."
Korean Short Rib Tacos,korean,804,49,75,24,"You can never have too many main course recipes, so give Korean Short Rib Tacos a try. For <b>$4.08 per serving</b>, this recipe <b>covers 42%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. One serving contains <b>804 calories</b>, <b>24g of protein</b>, and <b>49g of fat</b>. 590 people were impressed by this recipe. Head to the store and pick up sesame seeds, salsa roja, lettuce in a korean sesame vinaigrette, and a few other things to make it today. To use up the sesame seeds you could follow this main course with the <a href=""https://spoonacular.com/recipes/sesame-banana-bread-80347"">Sesame Banana Bread</a> as a dessert. This recipe is typical of Korean cuisine. It is a good option if you're following a <b>gluten free and vegan</b> diet. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is outstanding. Similar recipes include <a href=""https://spoonacular.com/recipes/korean-beef-stew-tacos-aka-my-version-of-kogi-bbqs-short-rib-tacos-520864"">Korean beef stew tacos (a.k.a. my version of Kogi BBQ’s short-rib tacos)</a>, <a href=""https://spoonacular.com/recipes/grilled-korean-bbq-short-rib-dogs-w-sweet-peach-relish-+-spicy-korean-slaw-549399"">Grilled Korean BBQ Short Rib Dogs w/Sweet Peach Relish + Spicy Korean Slaw</a>, and <a href=""https://spoonacular.com/recipes/korean-short-rib-kebabs-80286"">Korean Short Rib Kebabs</a>."
